"x","y","ymin","ymax","se"
68,23.0699558397594,20.2525858328097,25.887325846709,1.43746009068159
69,22.9448445343715,20.0213586777566,25.8683303909864,1.49160182517381
70,22.8196011669239,19.7856144097847,25.853587924063,1.54798087162357
71,22.6942367425882,19.5453193247431,25.8431541604333,1.60662004132902
72,22.5687622665361,19.3004853751002,25.8370391579719,1.66751885096645
73,22.4431887439392,19.0511737636974,25.8352037241809,1.73065168900935
74,22.3175271799691,18.797495856858,25.8375585030802,1.79596734984756
75,22.1917885797976,18.5396120307291,25.843965128866,1.86338962239936
76,22.0659839485961,18.2777289958871,25.8542389013052,1.93281865513362
77,21.9401242915365,18.0120960692274,25.8681525138456,2.00413285820192
78,21.8142206137903,17.7430007828198,25.8854404447608,2.07719114385966
79,21.6882839205292,17.4707641410927,25.9058036999657,2.1518353463144
80,21.5623252169247,17.195735764316,25.9289146695335,2.22789269958624
81,21.4363555081487,16.9182890907804,25.954421925517,2.30517828542068
82,21.3103839651773,16.6387825277726,25.9819854025821,2.38351391875247
83,21.184412422206,16.3574405930045,26.0113842514075,2.46278598345482
84,21.0584408792346,16.0744349300429,26.0424468284264,2.54290690467018
85,20.9324693362633,15.7899179485779,26.0750207239487,2.62379892092363
86,20.806497793292,15.5040252134362,26.1089703731477,2.7053928652164
87,20.6805262503206,15.2168775283592,26.1441749722821,2.78762710185393
88,20.5545547073493,14.9285827499368,26.1805266647618,2.87044660095259
89,20.4285831643779,14.6392373649008,26.2179289638551,2.95380213368347
90,20.3026116214066,14.3489278610791,26.2562953817341,3.03764957279289
